"car_id","role","mesh_count","vertices","triangles","x_min_m","x_max_m","x_center_m","x_size_m","y_size_m","z_size_m","interface_panel_node_id","nominal_segment_min_x_m","nominal_segment_max_x_m","nominal_segment_length_m","member_node_ids"
"car_01","head_a","20","116694","217779","-1.02546479584","-0.757824795841","-0.8916447958405","0.267639999999","0.0402049999999933","0.0353","308","-1.02546479584","-0.760061795841","0.2654029999990001","304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323"
"car_02","intermediate","10","131317","248088","-0.758270795841","-0.462785795841","-0.610528295841","0.295485","0.0399249999999933","0.0353","326","-0.760061795841","-0.465022795841","0.295039","324 325 326 327 328 329 330 331 332 333"
"car_03","intermediate","10","131328","248090","-0.463161795841","-0.167676795841","-0.315419295841","0.295485","0.0399249999999933","0.0353","336","-0.465022795841","-0.169913795841","0.29510899999999995","334 335 336 337 338 339 340 341 342 343"
"car_04","intermediate","10","131327","248089","-0.168051795841","0.127433204159","-0.020309295840999997","0.295485","0.0399249999999933","0.0353","346","-0.169913795841","0.125195704159","0.2951095","344 345 346 347 348 349 350 351 352 353"
"car_05","intermediate","10","131325","248096","0.127056204159","0.422542204159","0.274799204159","0.295486","0.0399249999999933","0.0353","356","0.125195704159","0.420305204159","0.2951095","354 355 356 357 358 359 360 361 362 363"
"car_06","intermediate","10","131314","248090","0.422166204159","0.717652204159","0.569909204159","0.29548599999999997","0.0399249999999933","0.0353","366","0.420305204159","0.715414704159","0.29510949999999997","364 365 366 367 368 369 370 371 372 373"
"car_07","intermediate","10","131321","248091","0.717275204159","1.01276120416","0.8650182041595","0.295486000001","0.0399249999999933","0.0353","380","0.715414704159","1.01052370416","0.29510900000099993","378 379 380 393 394 395 396 397 398 399"
"car_08","head_b","19","115906","216287","1.01057620416","1.27592720416","1.1432517041599999","0.2653510000000001","0.0402049999999933","0.034453000000000004",,"1.01052370416","1.27592720416","0.2654035000000001","374 375 376 377 381 382 383 384 385 386 387 388 389 390 391 392 400 401 402"
